Institution Name,Location,2025 Rank,2024 Rank,QS Overall Score,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,International Research Network,Employment Outcomes,Sustainability,pca_1,pca_2
University of Oulu,FI,344,313,32.9,15.1,13.5,25.3,59.4,65.3,8.6,89.4,21.7,68.6,1.3297745658574722,0.808602519848827
Tilburg University,NL,347,371,32.8,14.7,32.5,10.5,55.1,98.4,60.6,56.8,14.3,15.2,1.1338763013461168,2.089477489179222
University of Naples - Federico II,IT,347,335,32.8,36.6,19.7,4.2,65.1,2.2,1.1,92.5,7.3,20.1,0.3512498411260101,-0.3949734855966051
University of Victoria (UVic),CA,349,322,32.6,17.0,7.7,3.9,62.5,94.7,40.9,54.2,11.3,82.9,1.3966525164632215,2.1826466288713093
Cairo University,EG,350,371,32.5,45.8,41.0,8.8,3.0,2.9,7.2,86.4,95.5,47.2,1.6428638830454805,-2.2257909788342007
Sciences Po ,FR,350,319,32.5,16.8,34.8,81.1,2.8,52.7,97.2,31.4,97.7,7.2,1.656440705006969,-0.024054028531645837
"City, University of London",UK,352,328,32.4,20.8,21.3,5.6,31.2,95.8,98.9,66.4,54.8,23.2,1.8333704835662479,2.2063214412961902
National University of Sciences And Technology (NUST) Islamabad,PK,353,367,32.3,20.4,71.6,68.8,14.5,4.3,4.0,73.6,2.8,44.9,0.8292667444521867,-1.575732667168181
University of Pretoria,ZA,354,323,32.2,23.9,48.8,4.0,15.5,33.3,8.2,98.1,80.1,79.6,2.107034480551094,-1.1895699811286726
Indiana University Bloomington,US,355,313,32.1,33.4,23.6,23.3,29.1,36.3,10.8,86.6,56.8,32.7,1.1900472547504095,-0.6576197060642017
